,X,journaltitle,pub.year,Gender,Institutional_Affiliation,PhD,author,title,X.1
1980,5002,New Literary History,1996,M,Northwestern,Yale,Gary Saul Morson,Misanthropology,
1985,5062,New Literary History,1998,M,Northwestern,Yale,Gary Saul Morson,"Contingency and Freedom, Prosaics and Process",
1986,5072,New Literary History,1998,M,Northwestern,Yale,Gary Saul Morson,Sideshadowing and Tempics,
1991,5013,New Literary History,2003,M,Northwestern,Yale,Gary Saul Morson,Narrativeness,
1992,5042,New Literary History,2003,M,Northwestern,Yale,Gary Saul Morson,The Aphorism: Fragments from the Breakdown of Reason,
1996,5032,New Literary History,2004,M,Northwestern,Yale,Christopher Herbert,The Conundrum of Coherence,
2006,5022,New Literary History,2009,M,Northwestern,Yale,Gary Saul Morson,"Contingency, Games, and Wit",
2007,5082,New Literary History,2009,M,Northwestern,Yale,Gary Saul Morson,Return to Process: The Unfolding of The Idiot,
1730,2942,PMLA,2006,M,Northwestern,Yale,Ivy G. Wilson,On Native Ground,
1949,2962,PMLA,1971,M,Northwestern,Yale,Charles G. Whiting,Sexual Imagery in La Jeune Parque and Charmes,
1952,2961,PMLA,1978,M,Northwestern,Yale,Christopher Herbert,Trollope and the Fixity of the Self,
1961,2960,PMLA,1983,M,Northwestern,Yale,"Herbert F. Tucker, Jr.",Tennyson and the Measure of Doom,
1998,2959,PMLA,2005,F,Northwestern,Yale,Alessia Ricciardi,Forum: The Legacy of Jacques Derrida,
2010,2958,PMLA,2010,M,Northwestern,Yale,William D. Paden,"Swollen Woman, Shifting Canon: A Midwife’s Charm and the Birth of Secular Romance Lyric",
1970,7033,Representations,1988,M,Northwestern,Yale,Christopher Herbert,Rat Worship and Taboo in Mayhew's London,
1989,7023,Representations,2002,M,Northwestern,Yale,Christopher Herbert,Vampire Religion,
1674,9911,Critical Inquiry,2002,F,NYU,Yale,Kristin Ross,Establishing Consensus,
2044,9941,Critical Inquiry,2002,M,NYU,Yale,John Guillory,The Sokal Affair and the History of Criticism,
2048,10161,Critical Inquiry,2003,M,NYU,Yale,John Guillory,"Critical Response II: The Name of Science, the Name of Politics",
2052,1054,Critical Inquiry,2004,M,NYU,Yale,John Guillory,The Memo and Modernity,
2078,13311,Critical Inquiry,2010,M,NYU,Yale,John Guillory,Genesis of the Media Concept,
2095,15131,Critical Inquiry,2014,M,NYU,Yale,Frederick Cooper,French Africa,
2102,15581,Critical Inquiry,2015,F,NYU,Yale,Kristin Ross,The Paris Commune an the Literature of the North,
2019,5313,New Literary History,1982,M,NYU,Yale,Dustin Griffin,Milton and the Decline of Epic in the Eighteenth Century,
2027,5332,New Literary History,1993,F,NYU,Yale,Mary Carruthers,The Poet as Master Builder: Composition and Locational Memory in the Middle Ages,
2081,5322,New Literary History,2010,F,NYU,Yale,Kristin Ross,Parisian Noir,
1902,2954,PMLA,2015,M,NYU,Yale,Jacques Lezra,Helen's List,
1903,2955,PMLA,2015,M,NYU,Yale,John Guillory,The Common Core and the Evasion of Curriculum,
2018,2967,PMLA,1978,F,NYU,Yale,Evelyn Birge Vitz,La Vie de Saint Alexis: Narrative Analysis and the Quest for the Sacred Subject,
2041,2966,PMLA,2000,M,NYU,Yale,John Guillory,The System of Graduate Education,
2085,2965,PMLA,2011,M,NYU,Yale,Ilya Kliger,"Dostoevsky and the Novel-Tragedy: Genre and Modernity in Ivanov, Pumpyansky, and Bakhtin",
2098,2964,PMLA,2014,M,NYU,Yale,Richard Halpern,Beckett’s Tragic Pantry: Endgame and the Deflation of the Act,
2042,7053,Representations,2000,M,NYU,Yale,Ulrich Baer,To Give Memory a Place: Holocaust Photography and the Landscape Tradition,
2058,7043,Representations,2006,F,NYU,Yale,Mary Carruthers,"On Affliction and Reading, Weeping and Argument",
2120,9910,Critical Inquiry,1977,M,Ohio State University,Yale,Jean H. Hagstrum,Eros and Psyche: Some Versions of Romantic Love and Delicacy,
2123,3721,Critical Inquiry,1984,M,Ohio State University,Yale,Garry Wills,Washington's Citizen Virtue: Greenough and Houdon,
2124,5481,Critical Inquiry,1989,M,Ohio State University,Yale,Garry Wills,Message in the Deodorant Bottle: Inventing Time,
2136,5362,New Literary History,2006,M,Ohio State University,Yale,Eric Livingston,The Textuality of Pleasure,
2114,2974,PMLA,1970,M,Ohio State University,Yale,Thomas Woodson,Thoreau on Poverty and Magnanimity,
2134,2973,PMLA,2001,M,Ohio State University,Yale,Robert Eric Livingston,Glocal Knowledges: Agency and Place in Literary Studies,
2205,10010,Critical Inquiry,1977,M,Pennsylvania State University,Yale,Richard Ellmann,Joyce and Homer,
2224,2978,PMLA,2006,M,Pennsylvania State University,Yale,Robert L. Caserio,The Antisocial Thesis in Queer Theory,
2232,2977,PMLA,2009,F,Pennsylvania State University,Yale,Emily R. Grosholz,Simone de Beauvoir and Practical Deliberation,
2249,5662,New Literary History,1990,F,Pomona College,Yale,Rena Fraden,Response to Professor Carolyn Porter,
2307,4781,Critical Inquiry,1987,F,Princeton,Yale,Joan DeJean,Fictions of Sappho,
2261,5932,New Literary History,1973,M,Princeton,Yale,Alvin B. Kernan,The Idea of Literature,
2275,5942,New Literary History,1978,M,Princeton,Yale,Richard Rorty,Philosophy as a Kind of Writing: An Essay on Derrida,
2276,5972,New Literary History,1978,M,Princeton,Yale,Victor Brombert,Les Travailleurs de la mer: Hugo's Poem of Effacement,
2281,5952,New Literary History,1980,M,Princeton,Yale,Richard Rorty,"Freud, Morality, and Hermeneutics",
2282,5982,New Literary History,1980,M,Princeton,Yale,Victor Brombert,Opening Signals in Narrative,
2290,5992,New Literary History,1982,M,Princeton,Yale,Thomas McFarland,"Field, Constellation, and Aesthetic Object",
2298,5962,New Literary History,1985,M,Princeton,Yale,David Bromwich,Reflections on the Word Genius,
2266,2986,PMLA,1976,M,Princeton,Yale,Theodore Ziolkowski,The Telltale Teeth: Psychodontia to Sociodontia,
2277,2985,PMLA,1978,M,Princeton,Yale,Andrew Fichter,Tasso's Epic of Deliverance,
2284,2984,PMLA,1980,F,Princeton,Yale,Maria Dibattista,Women's Speech and Silence in Hartmann von Aue's Erec,
2293,2982,PMLA,1984,F,Princeton,Yale,Joan DeJean,Lafayette's Ellipses: The Privileges of Anonymity,
2294,2983,PMLA,1984,M,Princeton,Yale,Lawrence Danson,Jonsonian Comedy and the Discovery of the Social Self,
2304,2981,PMLA,1986,M,Princeton,Yale,Theodore Ziolkowski,"Presidential Address 1985. A Rhetoric of Ritual: Or, Crisis and Community",
2320,2979,PMLA,1990,F,Princeton,Yale,Victoria Kahn,"Habermas, Machiavelli, and the Humanist Critique of Ideology",
2321,2980,PMLA,1990,M,Princeton,Yale,Victor Brombert,"Presidential Address 1989: Mediating the Work: Or, The Legitimate Aims of Criticism",
2306,7083,Representations,1986,F,Princeton,Yale,Victoria Kahn,Virtù and the Example of Agathocles in Machiavelli's Prince,
2316,7063,Representations,1989,M,Princeton,Yale,David Quint,Voices of Resistance: The Epic Curse and Camões's Adamastor,
2375,7073,Representations,2012,M,Princeton,Yale,Jeff Dolven,Panic's Castle,
2390,2989,PMLA,1989,F,Purdue University,Yale,Geraldine Friedman,"Baudelaire's Theory of Practice: Ideology and Difference in ""Les yeux des pauvres""",
2423,6113,New Literary History,1983,F,Rice University,Yale,Meredith Skura,Commentary: Modern Suspicion and Renaissance Texts,
2439,3391,Critical Inquiry,1983,M,"Royal Northern College of Music, Manchester",Yale,Morris Dickstein,Arnold Then and Now: The Use and Misuse of Criticism,
2457,3401,Critical Inquiry,1983,F,Rutgers,Yale,Amelie Oksenberg Rorty,"Experiments in Philosophic Genre: Descartes' ""Meditations""""""",
2512,6252,New Literary History,2014,M,Rutgers,Yale,Andrew Goldstone,The Quiet Transformations of Literary Studies: What Thirteen Thousand Scholars Could Tell Us,
2451,2993,PMLA,1980,M,Rutgers,Yale,Daniel A. Harris,"Language, History, and Text in Eliot's ""Journey of the Magi""",
2460,2992,PMLA,1984,F,Rutgers,Yale,Ann Chalmers Watts,"Pearl, Inexpressibility, and Poems of Human Loss",
2462,2991,PMLA,1985,F,Rutgers,Yale,Wai-Chee Dimock,Debasing Exchange: Edith Wharton's The House of Mirth,
2546,2996,PMLA,1985,F,Sarah Lawrence College,Yale,Angela S. Moger,Narrative Structure in Maupassant: Frames of Desire,
2589,2999,PMLA,2005,F,Southeastern Louisiana University,Yale,Katherine Kolb,"The Tenor of ""Sarrasine""",
2590,3000,PMLA,1973,F,Southern Illinois University,Yale,Stella P. Revard,Eve and the Doctrine of Responsibility in Paradise Lost,
2595,3001,PMLA,1986,F,"Southern Illinois University, Edwardsville",Yale,Stella P. Revard,"L'Allegro and ""Il Penseroso"": Classical Tradition and Renaissance Mythography",
2600,13331,Critical Inquiry,2010,M,Southern Methodist University,Yale,Adam Herring,Shimmering Foundation,
2601,3002,PMLA,2013,F,Southern Methodist University,Yale,Irina A. Dumitrescu,Bede’s Liberation Philology: Releasing the English Tongue,
2607,3003,PMLA,2012,M,St. John's University,Yale,Steve Mentz,After Sustainability,
2649,6881,Critical Inquiry,1993,F,Stanford,Yale,Patricia Parker,"Gender Ideology, Gender Change: The Case of Marie Germain",
2657,6782,New Literary History,1995,M,Stanford,Yale,Robert Greer Cohn,Mallarmé's Wake,
2675,6792,New Literary History,2001,M,Stanford,Yale,Ramón Saldívar,"Multicultural Politics, Aesthetics, and the Realist Theory of Identity: A Response to Satya Mohanty",
2676,6802,New Literary History,2001,M,Stanford,Yale,Allen Wood,The Objectivity of Value,
2683,6772,New Literary History,2003,F,Stanford,Yale,Margaret Cohen,Traveling Genres,
2707,3005,PMLA,2010,F,Stanford,Yale,Margaret Cohen,Literary Studies on the Terraqueous Globe,
2712,3004,PMLA,2012,M,Stanford,Yale,Ramón Saldívar,The Work of Criticism in Journal Refereeing,
2652,7115,Representations,1993,F,Stanford,Yale,Patricia Parker,"Othello and Hamlet: Dilation, Spying, and the ""Secret Place"" of Woman",
2704,7093,Representations,2009,F,Stanford,Yale,Margaret Cohen,Narratology in the Archive of Literature,
2719,7105,Representations,2014,F,Stanford,Yale,Margaret Cohen,Denotation in Alien Environments,
2777,7123,Representations,1991,M,SUNY Stony Brook,Yale,Sandy Petrey,Pears in History,
2807,15321,Critical Inquiry,2015,M,Tel Aviv University,Yale,Hagi Kenaan,Photography and Its Shadowﾠ,
2802,7022,New Literary History,1999,M,Tel Aviv University,Yale,Robert J. Griffin,Anonymity and Authorship,
2817,5531,Critical Inquiry,1989,M,Temple University,Yale,Robert J. Griffin,Ideology and Misrepresentation: A Response to Edward Said,
2811,7092,New Literary History,1977,M,Temple University,Yale,Monroe C. Beardsley,Aspects of Orality: A Short Commentary,
2828,3010,PMLA,1997,F,Texas A&M University,Yale,Ruth Larson,"Ethnography, Thievery, and Cultural Identity: A Rereading of Michel Leiris's L'Afrique fantôme",
2852,7172,New Literary History,2008,M,The New School for Social Research,Yale,Richard J. Bernstein,Richard Rorty's Deep Humanism,
2858,3012,PMLA,1996,M,Trent University,Yale,Richard Dellamora,Problems with Personal Criticism,
2879,9191,Critical Inquiry,2000,M,Tulane,Yale,Jonathan Bordo,Picture and Witness at the Site of the Wilderness,
2880,3013,PMLA,2006,M,Tulane,Yale,Erec R. Koch,Cartesian Corporeality and (Aesth)Ethics,
2904,29100,Critical Inquiry,1975,M,UC Berkeley,Yale,Bertrand H. Bronson,Traditional Ballads Musically Considered,
2915,14110,Critical Inquiry,1978,M,UC Berkeley,Yale,Stephen Greenblatt,"Marlowe, Marx, and Anti-Semitism",
2967,4441,Critical Inquiry,1986,M,UC Berkeley,Yale,Stephen Greenblatt,Loudun and London,
2978,4881,Critical Inquiry,1987,F,UC Berkeley,Yale,Susan Schweik,Writing War Poetry like a Woman,
3052,8181,Critical Inquiry,1997,F,UC Berkeley,Yale,Judith Butler,Sovereign Performatives in the Contemporary Scene of Utterance,
3116,12951,Critical Inquiry,2009,F,UC Berkeley,Yale,Judith Butler,"Critique, Dissent, Disciplinarity",
3127,13351,Critical Inquiry,2010,M,UC Berkeley,Yale,D. A. Miller,Hitchcock's Hidden Pictures,
2883,7622,New Literary History,1970,M,UC Berkeley,Yale,Stanley Fish,Literature in the Reader: Affective Stylistics,
2895,7632,New Literary History,1973,M,UC Berkeley,Yale,Stanley Fish,How Ordinary Is Ordinary Language?,
2907,7642,New Literary History,1975,M,UC Berkeley,Yale,Jeffrey Mehlman,How to Read Freud on Jokes: The Critic as Schadchen,
2958,7652,New Literary History,1985,F,UC Berkeley,Yale,Frances Ferguson,"A Commentary on Suzanne Guerlac's ""Longinus and the Subject of the Sublime""",
1743,2941,PMLA,2007,M,UC Berkeley,Yale,Harsha Ram,The Sonnet and the Mukhambazi,
1897,2949,PMLA,2015,F,UC Berkeley,Yale,Judith Butler,"Helen, Angel of History",
3091,3015,PMLA,2005,F,UC Berkeley,Yale,Judith Butler,"Photography, War, Outrage",
3104,3014,PMLA,2007,M,UC Berkeley,Yale,Harsha Ram,Women's Speech and Silence in Hartmann von Aue's Erec,
1699,7015,Representations,2003,F,UC Berkeley,Yale,Victoria Kahn,Hamlet or Hecuba,
1709,6953,Representations,2004,F,UC Berkeley,Yale,Ann Smock,Cloudy Roubaud,
1789,6943,Representations,2008,M,UC Berkeley,Yale,Alan Tansman,Reading Fascism's Form,
2944,7143,Representations,1983,M,UC Berkeley,Yale,D. A. Miller,"Discipline in Different Voices: Bureaucracy, Police, Family, and Bleak House",
2945,7223,Representations,1983,M,UC Berkeley,Yale,Stephen Greenblatt,"Murdering Peasants: Status, Genre, and the Representation of Rebellion",
2955,7163,Representations,1984,F,UC Berkeley,Yale,Frances Ferguson,Reading Morals: Locke and Rousseau on Education and Inequality,
2964,7233,Representations,1985,M,UC Berkeley,Yale,Stephen Greenblatt,Exorcism Into Art,
2972,7153,Representations,1986,M,UC Berkeley,Yale,D. A. Miller,Cage Aux Folles: Sensation and Gender in Wilkie Collins's The Woman in White,
2988,7173,Representations,1987,F,UC Berkeley,Yale,Frances Ferguson,Rape and the Rise of the Novel,
3028,7243,Representations,1994,M,UC Berkeley,Yale,Stephen Greenblatt,The Eating of the Soul,
3035,7253,Representations,1995,M,UC Berkeley,Yale,Stephen Greenblatt,Introduction,
3051,7215,Representations,1996,F,UC Berkeley,Yale,Judith Butler,An Affirmative View,
3065,7283,Representations,1999,F,UC Berkeley,Yale,Victoria Kahn,The Duty to Love: Passion and Obligation in Early Modern Political Theory,
3074,7193,Representations,2000,M,UC Berkeley,Yale,Jacques de Caso,The Written Drawing: The Work of Théophile Bra,
3085,7203,Representations,2003,F,UC Berkeley,Yale,Janet Adelman,Her Father's Blood,
3125,7263,Representations,2009,F,UC Berkeley,Yale,Victoria Kahn,Political Theology and Fiction in The King's Two Bodies,
3126,7273,Representations,2009,F,UC Berkeley,Yale,Victoria Kahn,Introduction,
3161,7133,Representations,2013,M,UC Berkeley,Yale,D. A. Miller,Hitchcock's Understyle,
3166,7183,Representations,2014,M,UC Berkeley,Yale,Ian Duncan,George Eliot's Science Fiction,
3187,8191,Critical Inquiry,1997,M,UC Davis,Yale,Stephen Greenblatt,What Is the History of Literature?,
3183,7742,New Literary History,1988,F,UC Davis,Yale,Joanne Feit Diehl,"Re-Reading The Letter: Hawthorne, the Fetish, and the (Family) Romance",
3173,3024,PMLA,1975,M,UC Davis,Yale,Kent Talbot van den Berg,Theatrical Fiction and the Reality of Love in As You like It,
3205,3023,PMLA,2010,F,UC Davis,Yale,Seeta Chaganti,"Vestigial Signs: Inscription, Performance, and The Dream of the Rood",
3208,3022,PMLA,2012,F,UC Davis,Yale,Margaret Ferguson,The Letter of Recommendation as Strange Work,
1672,9891,Critical Inquiry,2002,M,UC Irvine,Yale,James D. Herbert,The Debts of Divine Music in Wagner's Ring des Nibelungen,
3289,15171,Critical Inquiry,2014,M,UC Irvine,Yale,James D. Herbert,"Courbet, Incommensurate and Emergent",
3221,8042,New Literary History,1980,M,UC Irvine,Yale,Alexander Gelley,"Metonymy, Schematism, and the Space of Literature",
3240,8032,New Literary History,1991,M,UC Irvine,Yale,Alexander Gelley,Novalis Miscellaneous Remarks [Original Version of Pollen],
3290,4842,New Literary History,2014,F,UC Irvine,Yale,Julia Reinhard Lupton,"Judging Forgiveness: Hannah Arendt, W. H. Auden, and The Winter’s Tale",
3286,3025,PMLA,2011,F,UC Irvine,Yale,Julia Reinhard Lupton,Re-vamp: A Response,
3258,7293,Representations,1997,F,UC Irvine,Yale,Julia Reinhard Lupton,Othello Circumcised: Shakespeare and the Pauline Discourse of Nations,
3305,8113,New Literary History,1998,M,UC Riverside,Yale,Jean-Pierre Mileur,"Revisionism, Irony, and the Mask of Sentiment",
3337,8821,Critical Inquiry,1999,M,UC San Diego,Yale,James D. Herbert,"Bad Faith at Coventry: Spence's Cathedral and Britten's ""War Requiem""""""",
3316,8162,New Literary History,1972,M,UC San Diego,Yale,Wilhelm Dilthey,The Rise of Hermeneutics,
3317,8172,New Literary History,1974,M,UC San Diego,Yale,Fredric Jameson,Demystifying Literary History,
3318,8152,New Literary History,1975,M,UC San Diego,Yale,Fredric Jameson,Magical Narratives: Romance as Genre,
3315,3026,PMLA,1971,M,UC San Diego,Yale,Fredric Jameson,Metacommentary,
3353,14210,Critical Inquiry,1978,M,UC Santa Barbara,Yale,Fredric Jameson,Ideology and Symbolic Action,
3354,14310,Critical Inquiry,1978,M,UC Santa Barbara,Yale,Fredric Jameson,The Symbolic Inference,
3360,8262,New Literary History,1983,M,UC Santa Barbara,Yale,Bert O. States,The Dog on the Stage: Theater as Phenomenon,
3351,3030,PMLA,1973,M,UC Santa Barbara,Yale,Stuart Atkins,Remarks Suggested by Fascist Humanism and the Enemy Enlightenment,
3359,3029,PMLA,1980,M,UC Santa Barbara,Yale,Garrett Stewart,Lying as Dying in Heart of Darkness,
3361,3028,PMLA,1984,M,UC Santa Barbara,Yale,Edwin M. Duval,Pantagruel's Genealogy and the Redemptive Design of Rabelais's Pantagruel,
3365,3027,PMLA,1988,M,UC Santa Barbara,Yale,Paul Hernadi,"Doing, Making, Meaning: Toward a Theory of Verbal Practice",
3395,6610,Critical Inquiry,1976,M,UC Santa Cruz,Yale,Garrett Stewart,Modern Hard Times: Chaplin and the Cinema of Self-Reflection,
